"","ITAG","SGN_annotation","AGI","gene_name"
"167","Solyc05g056480.2.1","Pyruvate dehydrogenase E1 component alpha subunit (AHRD V1 **** D6YUM5_WADCW); contains Interpro domain(s)  IPR001017  Dehydrogenase, E1 component ","AT5G09300","2-oxoisovalerate dehydrogenase, putative / 3-methyl-2-oxobutanoate dehydrogenase, putative / branched-chain alpha-keto acid dehydrogenase E1 alpha subunit, putative; similar to 2-oxoisovalerate dehydrogenase, putative / 3-methyl-2-oxobutanoate dehydrogenase, putative / branched-chain alpha-keto acid dehydrogenase E1 alpha subunit, putative [Arabidopsis thaliana] (TAIR:AT1G21400.1); similar to Os12g0183100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066324.1); similar to 2-oxoisovalerate dehydrogenase alpha subunit, mitochondrial precursor, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA95968.2); contains InterPro domain Dehydrogenase, E1 component; (InterPro:IPR001017)"
"168","Solyc06g007160.2.1","NADH dehydrogenase (AHRD V1 **** Q38A31_9TRYP); contains Interpro domain(s)  IPR013027  FAD-dependent pyridine nucleotide-disulphide oxidoreductase ","AT2G29990","NDA2 (ALTERNATIVE NAD(P)H DEHYDROGENASE 2); NADH dehydrogenase; similar to NDA1 (ALTERNATIVE NAD(P)H DEHYDROGENASE 1), NADH dehydrogenase [Arabidopsis thaliana] (TAIR:AT1G07180.1); similar to putative internal rotenone-insensitive NADH dehydrogenase [Solanum tuberosum] (GB:CAB52796.1); similar to Os07g0564500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060003.1); contains InterPro domain Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region; (InterPro:IPR001327); contains InterPro domain FAD-dependent pyridine nucleotide-disulphide oxidoreductase; (InterPro:IPR013027)"
"169","Solyc06g007280.2.1",NA,NA,NA
"170","Solyc06g034340.1.1","NAC domain protein IPR003441 (AHRD V1 ***- B9ICS8_POPTR); contains Interpro domain(s)  IPR003441  No apical meristem (NAM) protein ","AT1G12260","Encodes a NAC-domain transcription factor. Expressed in the vascular tissue."
"171","Solyc06g053380.2.1","Chitinase (AHRD V1 ***- D0QU15_LACSA); contains Interpro domain(s)  IPR016283  Glycoside hydrolase, family 19 ","AT3G54420","encodes an EP3 chitinase that is expressed during somatic embryogenesis in 'nursing' cells surrounding the embryos but not in embryos themselves. The gene is also expressed in mature pollen and growing pollen tubes until they enter the receptive synergid, but not in endosperm and integuments as in carrot.  Post-embryonically, expression is found in hydathodes, stipules, root epidermis and emerging root hairs."
"172","Solyc06g059840.2.1","3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) (AHRD V1 **** A1U0F1_MARAV); contains Interpro domain(s)  IPR001017  Dehydrogenase, E1 component ","AT1G21400","2-oxoisovalerate dehydrogenase, putative / 3-methyl-2-oxobutanoate dehydrogenase, putative / branched-chain alpha-keto acid dehydrogenase E1 alpha subunit, putative; similar to 2-oxoisovalerate dehydrogenase, putative / 3-methyl-2-oxobutanoate dehydrogenase, putative / branched-chain alpha-keto acid dehydrogenase E1 alpha subunit, putative [Arabidopsis thaliana] (TAIR:AT5G09300.1); similar to 2-oxoisovalerate dehydrogenase alpha subunit, mitochondrial precursor, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA95968.2); contains InterPro domain Dehydrogenase, E1 component; (InterPro:IPR001017)"
"173","Solyc06g060560.2.1",NA,NA,NA
"174","Solyc06g061090.2.1","LOC555512 protein (Fragment) (AHRD V1 *-*- Q1LVY9_DANRE)","AT1G32520","similar to Os11g0220300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067521.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:BAD61574.1)"
"175","Solyc06g062670.2.1",NA,NA,NA
"176","Solyc06g068450.1.1","CBL-interacting protein kinase (AHRD V1 **** A5YAI9_GOSHI); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ","AT5G25110","member of AtCIPKs"
"177","Solyc06g069060.1.1",NA,NA,NA
"178","Solyc06g074500.1.1","AT5G28150-like protein (Fragment) (AHRD V1 *-*- D6PS16_9BRAS); contains Interpro domain(s)  IPR008586  Protein of unknown function DUF868, plant ","AT2G27770","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G04860.1); similar to Os07g0572300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060057.1); similar to H0321H01.2 [Oryza sativa (indica cultivar-group)] (GB:CAH66493.1); similar to Os03g0806700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051637.1); contains InterPro domain Protein of unknown function DUF868, plant; (InterPro:IPR008586)"
"179","Solyc06g074890.1.1",NA,NA,NA
"180","Solyc06g074900.1.1",NA,NA,NA
"181","Solyc06g076790.1.1",NA,NA,NA
"182","Solyc06g082030.2.1",NA,NA,NA
"183","Solyc06g082760.2.1","50S ribosomal protein L17 (AHRD V1 ***- B4FZB4_MAIZE); contains Interpro domain(s)  IPR000456  Ribosomal protein L17 ","AT3G54210","ribosomal protein L17 family protein; Identical to 50S ribosomal protein L17, chloroplast precursor (CL17) (RPL17) [Arabidopsis Thaliana] (GB:Q9M385;GB:Q8LCR3); similar to ribosomal protein L17 family protein [Arabidopsis thaliana] (TAIR:AT5G09770.1); similar to 50S ribosomal protein L17, chloroplast precursor (CL17) (GB:O80363); contains InterPro domain Ribosomal protein L17; (InterPro:IPR000456)"
"184","Solyc06g082970.2.1",NA,NA,NA
"185","Solyc06g083720.1.1","Subtilisin-like protease (AHRD V1 **-- B6U0R8_MAIZE); contains Interpro domain(s)  IPR015500  Peptidase S8, subtilisin-related ","AT1G04110","Initially identified as a mutation affecting stomatal development and distribution. Encodes a protein similar to serine proteases."
"186","Solyc06g084140.2.1","High affinity sulfate transporter 1 (AHRD V1 **** SUT1_STYHA); contains Interpro domain(s)  IPR001902  Sulphate anion transporter ","AT3G51895","Encodes a sulfate transporter."
"187","Solyc07g005420.1.1",NA,NA,NA
"188","Solyc07g005680.2.1","Serine carboxypeptidase K10B2.2 (AHRD V1 **** B6TSK4_MAIZE); contains Interpro domain(s)  IPR001563  Peptidase S10, serine carboxypeptidase ","AT4G30610","Encodes a secreted glycosylated serine carboxypeptidase with broad substrate preference that is involved in brassinosteroid signalling via BRI1.  It is proteolytically processed in vivo by a separate as yet unidentified protease."
"189","Solyc07g005870.2.1","FAD dependent oxidoreductase (AHRD V1 ***- B9M683_GEOSF); contains Interpro domain(s)  IPR002938  Monooxygenase, FAD-binding ","AT4G30720","monooxygenase; similar to unnamed protein product [Ostreococcus tauri] (GB:CAL55089.1); similar to Os05g0411200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055536.1); contains InterPro domain NAD-binding site; (InterPro:IPR000205); contains InterPro domain Adrenodoxin reductase; (InterPro:IPR000759); contains InterPro domain Monooxygenase, FAD-binding; (InterPro:IPR002938)"
"190","Solyc07g006020.2.1","Adiponectin receptor (AHRD V1 **** Q16FL3_AEDAE); contains Interpro domain(s)  IPR004254  Hly-III related ","AT4G30850","heptahelical transmembrane protein homologous to human adiponectin receptors and progestin receptors"
"191","Solyc07g007260.2.1",NA,NA,NA
"192","Solyc07g007280.2.1","Conserved domain protein (AHRD V1 **-- B4W2T4_9CYAN); contains Interpro domain(s)  IPR014946  Protein of unknown function DUF1817 ","AT2G47910","CRR6 (CHLORORESPIRATORY REDUCTION 6); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE80941.1)"
"193","Solyc07g008540.2.1",NA,NA,NA
"194","Solyc07g009230.2.1",NA,NA,NA
"195","Solyc07g009470.1.1",NA,NA,NA
"196","Solyc07g021260.1.1",NA,NA,NA
"197","Solyc07g026680.2.1",NA,NA,NA
"198","Solyc07g026910.1.1","NAD(P)H-quinone oxidoreductase subunit 6 chloroplastic (AHRD V1 ***- D3WB86_9BORA); contains Interpro domain(s)  IPR001457  NADH:ubiquinone/plastoquinone oxidoreductase, chain 6 ","ATCG01080","NADH dehydrogenase ND6"
"199","Solyc07g040970.1.1",NA,NA,NA
"200","Solyc07g041720.1.1","Oxalate oxidase-like germin 171 (AHRD V1 **** Q9FPQ0_BETVU); contains Interpro domain(s)  IPR014710  RmlC-like jelly roll fold ","AT5G20630","Encodes a germin-like protein."
"201","Solyc07g047710.2.1","Glucan endo-1 3-beta-glucosidase 3 (AHRD V1 ***- B6UBU1_MAIZE); contains Interpro domain(s)  IPR012946  X8 ","AT5G35740","glycosyl hydrolase family protein 17; similar to glycosyl hydrolase family protein 17 [Arabidopsis thaliana] (TAIR:AT2G04910.1); similar to Glycoside hydrolase, family 17 [Medicago truncatula] (GB:ABE89104.1); similar to Putative glucan endo-1,3-beta-glucosidase 1 precursor ((1->3)-beta-glucan endohydrolase 1) ((1->3)-beta-glucanase 1) (Beta-1,3-endoglucanase 1) (Beta-1,3-glucanase 1) (GB:O65399); contains InterPro domain X8; (InterPro:IPR012946)"
"202","Solyc07g052610.2.1","Cyclin (AHRD V1 *-*- D8UD80_VOLCA); contains Interpro domain(s)  IPR012389  Negative regulatory factor PREG ","AT3G21870","CYCP2;1 (cyclin p2;1); cyclin-dependent protein kinase; similar to CYCP3,1 (cyclin p3,1), cyclin-dependent protein kinase [Arabidopsis thaliana] (TAIR:AT2G45080.1); similar to PREG-like protein [Picea mariana] (GB:AAC32127.1); contains InterPro domain Cyclin, N-terminal; (InterPro:IPR006671); contains InterPro domain Cyclin-like; (InterPro:IPR011028); contains InterPro domain Cyclin-related; (InterPro:IPR013763); contains InterPro domain Negative regulatory factor PREG; (InterPro:IPR012389)"
"203","Solyc07g053350.2.1","Os06g0207500 protein (Fragment) (AHRD V1 ***- Q0DDQ9_ORYSJ); contains Interpro domain(s)  IPR004253  Protein of unknown function DUF231, plant ","AT2G42570","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G31110.2); similar to unknown [Pisum sativum] (GB:ABA29158.1); contains InterPro domain Protein of unknown function DUF231, plant; (InterPro:IPR004253)"
"204","Solyc07g053530.1.1",NA,NA,NA
"205","Solyc07g053540.1.1",NA,NA,NA
"206","Solyc07g055570.1.1",NA,NA,NA
"207","Solyc07g055720.2.1",NA,NA,NA
"208","Solyc07g062870.2.1","30S ribosomal protein S20 (AHRD V1 *-*- RS20_THEEB); contains Interpro domain(s)  IPR002583  Ribosomal protein S20 ","AT3G15190","chloroplast 30S ribosomal protein S20, putative; Identical to 30S ribosomal protein S20, chloroplast precursor (RPS20) [Arabidopsis Thaliana] (GB:Q9ASV6;GB:Q9LIL6); similar to Os01g0678600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043859.1); similar to ribosomal protein rpS20 [Bigelowiella natans] (GB:AAP79183.1); contains InterPro domain Ribosomal protein S20; (InterPro:IPR002583); contains InterPro domain Ribosomal protein S20p; (InterPro:IPR010013)"
"209","Solyc07g062930.2.1","Ribosomal protein L11 methyltransferase-like protein (AHRD V1 **** Q9FN34_ARATH); contains Interpro domain(s)  IPR010456  Ribosomal L11 methyltransferase ","AT5G53920","ribosomal protein L11 methyltransferase-related; similar to Ribosomal protein L11 methyltransferase [Burkholderia xenovorans LB400] (GB:YP_560455.1); similar to Os05g0497600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055944.1); contains InterPro domain SAM (and some other nucleotide) binding motif; (InterPro:IPR000051); contains InterPro domain Ribosomal L11 methyltransferase; (InterPro:IPR010456); contains InterPro domain Ribosomal protein L11 methyltransferase; (InterPro:IPR004498)"
"210","Solyc07g063960.2.1","50S ribosomal protein L24 (AHRD V1 ***- B4FTJ3_MAIZE); contains Interpro domain(s)  IPR003256  Ribosomal protein L24 ","AT5G54600","50S ribosomal protein L24, chloroplast  (CL24); Identical to 50S ribosomal protein L24, chloroplast precursor (CL24) (RPL24) [Arabidopsis Thaliana] (GB:P92959;GB:Q9FIU4); similar to KOW domain-containing protein [Arabidopsis thaliana] (TAIR:AT5G23535.1); similar to 50S ribosomal protein L24, chloroplast precursor (CL24) (GB:P11893); contains InterPro domain Ribosomal protein L24/L26; (InterPro:IPR005825); contains InterPro domain KOW (Kyrpides, Ouzounis, Woese) motif; (InterPro:IPR006646); contains InterPro domain Ribosomal protein L24; (InterPro:IPR003256); contains InterPro domain Translation protein SH3-like; (InterPro:IPR008991); contains InterPro domain KOW; (InterPro:IPR005824)"
"211","Solyc07g064100.1.1","Unknown Protein (AHRD V1)","AT1G51100","similar to Os01g0676200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043849.1)"
"212","Solyc07g064760.1.1",NA,NA,NA
"213","Solyc07g064950.2.1","Trigger factor-like protein (AHRD V1 ***- Q9FLP1_ARATH); contains Interpro domain(s)  IPR005215  Trigger factor ","AT5G55220","trigger factor type chaperone family protein; similar to Os06g0308000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057472.1); similar to unnamed protein product [Ostreococcus tauri] (GB:CAL52285.1); contains InterPro domain Bacterial trigger factor, C-terminal; (InterPro:IPR008880); contains InterPro domain Peptidylprolyl isomerase, FKBP-type; (InterPro:IPR001179); contains InterPro domain Bacterial trigger factor, N-terminal; (InterPro:IPR008881)"
"214","Solyc07g065730.1.1",NA,NA,NA
"215","Solyc07g065880.2.1","Kinesin (AHRD V1 *-*- Q5MNW6_GOSHI); contains Interpro domain(s)  IPR001752  Kinesin, motor region ","AT3G44730","kinesin motor protein-related; similar to microtubule motor [Arabidopsis thaliana] (TAIR:AT2G47500.1); similar to ATK4 (ARABIDOPSIS THALIANA KINESIN 4), microtubule motor [Arabidopsis thaliana] (TAIR:AT5G27000.1); similar to Kinesin-4, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95490.1); similar to Calponin-like actin-binding; Kinesin, motor re (GB:ABE84966.1); similar to Calponin-like actin-binding; Kinesin, motor re (GB:ABE83078.1); contains InterPro domain Kinesin, motor region; (InterPro:IPR001752); contains InterPro domain Calponin-like actin-binding; (InterPro:IPR001715)"
"216","Solyc07g065900.2.1","Fructose-bisphosphate aldolase (AHRD V1 ***- A9PEE1_POPTR); contains Interpro domain(s)  IPR000741  Fructose-bisphosphate aldolase, class-I ","AT4G26530","fructose-bisphosphate aldolase, putative; similar to fructose-bisphosphate aldolase, cytoplasmic [Arabidopsis thaliana] (TAIR:AT4G26520.1); similar to fructose-bisphosphate aldolase [Pandanus amaryllifolius] (GB:AAR88661.1); contains InterPro domain Fructose-bisphosphate aldolase, class-I; (InterPro:IPR000741)"
"217","Solyc07g066390.1.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KVY0_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT1G79080","pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT1G09900.1); similar to putative pentatricopeptide (PPR) repeat-containing protein [Oryza sativa (japonica cultivar-group)] (GB:BAD15828.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"218","Solyc08g005100.2.1","Zinc-binding family protein (AHRD V1 **-* D7MDD4_ARALY); contains Interpro domain(s)  IPR006734  Protein of unknown function DUF597 ","AT4G17900","zinc-binding family protein; similar to zinc-binding family protein [Arabidopsis thaliana] (TAIR:AT1G32700.1); similar to Zinc finger, B-box [Medicago truncatula] (GB:ABE79196.1); contains InterPro domain Protein of unknown function DUF597; (InterPro:IPR006734)"
"219","Solyc08g005960.1.1",NA,NA,NA
"220","Solyc08g006350.2.1",NA,NA,NA
"221","Solyc08g007040.2.1","Glycine cleavage system H protein 1 (AHRD V1 ***- B6UHJ7_MAIZE); contains Interpro domain(s)  IPR017453  Glycine cleavage H-protein, subgroup ","AT2G35370","Encodes glycine decarboxylase complex H protein. Involved in photorespiration."
"222","Solyc08g008500.2.1",NA,NA,NA
"223","Solyc08g013840.2.1","HAD-superfamily hydrolase subfamily IA variant 3 (AHRD V1 **-- B2IYD2_NOSP7); contains Interpro domain(s)  IPR005834  Haloacid dehalogenase-like hydrolase ","AT2G38740","haloacid dehalogenase-like hydrolase family protein; similar to haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana] (TAIR:AT1G56500.1); similar to Os09g0407700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063137.1); similar to beta-phosphoglucomutase-like protein [Oryza sativa (japonica cultivar-group)] (GB:BAD36245.1); contains InterPro domain HAD-superfamily hydrolase subfamily IA, variant 3; (InterPro:IPR006402); contains InterPro domain Haloacid dehalogenase-like hydrolase; (InterPro:IPR005834); contains InterPro domain Haloacid dehalogenase/epoxide hydrolase; (InterPro:IPR005833)"
"224","Solyc08g014390.1.1",NA,NA,NA
"225","Solyc08g023640.1.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7L3A6_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT4G21065","binding; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT2G01510.1); similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT1G59720.1); similar to Os07g0150000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058897.1); similar to putative pentatricopeptide repeat-containing protein [Ipomoea trifida] (GB:AAS79604.1); similar to Os03g0795200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051546.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"226","Solyc08g044390.1.1",NA,NA,NA
"227","Solyc08g045620.1.1",NA,NA,NA
"228","Solyc08g061630.2.1",NA,NA,NA
"229","Solyc08g066450.1.1","Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR012876  Protein of unknown function DUF1677, plant ","AT5G25840","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G79770.1); similar to Os06g0554200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057846.1); similar to Os01g0199700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042311.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:BAD26169.1); contains InterPro domain Protein of unknown function DUF1677, plant; (InterPro:IPR012876)"
"230","Solyc08g066610.2.1",NA,NA,NA
"231","Solyc08g066800.2.1","Phospholipase D (AHRD V1 **** Q9FR61_SOLLC); contains Interpro domain(s)  IPR011402  Phospholipase D, plant ","AT3G15730","Encodes phospholipase D alpha 1. Positive regulator of abscisic acid (ABA) mediated stomatal movements."
"232","Solyc08g066810.2.1","Glycosyl hydrolase family 5 protein/cellulase (AHRD V1 **-- A8NVS8_COPC7); contains Interpro domain(s)  IPR001547  Glycoside hydrolase, family 5 ","AT1G13130","glycosyl hydrolase family 5 protein / cellulase family protein; similar to glycosyl hydrolase family 5 protein / cellulase family protein [Arabidopsis thaliana] (TAIR:AT3G26140.1); similar to H0510A06.1 [Oryza sativa (indica cultivar-group)] (GB:CAH67676.1); contains InterPro domain Glycoside hydrolase, family 5; (InterPro:IPR001547); contains InterPro domain Ricin B lectin; (InterPro:IPR000772); contains InterPro domain Ricin B-related lectin; (InterPro:IPR008997)"
"233","Solyc08g067440.1.1","N-acetyltransferase (AHRD V1 ***- Q1HQ22_BOMMO); contains Interpro domain(s)  IPR000182  GCN5-related N-acetyltransferase ","AT5G11340","GCN5-related N-acetyltransferase (GNAT) family protein; similar to GCN5-related N-acetyltransferase (GNAT) family protein [Arabidopsis thaliana] (TAIR:AT5G16800.1); similar to Mak3 protein-like protein [Oryza sativa (japonica cultivar-group)] (GB:BAD52531.1); similar to Os01g0610400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043544.1); contains InterPro domain GCN5-related N-acetyltransferase; (InterPro:IPR000182)"
"234","Solyc08g068230.2.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7M4J8_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT5G25630","pentatricopeptide (PPR) repeat-containing protein; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT5G21222.1); similar to leaf protein [Ipomoea nil] (GB:BAA25906.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"235","Solyc08g075760.2.1",NA,NA,NA
"236","Solyc08g076060.2.1",NA,NA,NA
"237","Solyc08g076980.2.1","Acetylornithine deacetylase or succinyl-diaminopimelate desuccinylase (AHRD V1 *-*- D4MFM7_9ENTE); contains Interpro domain(s)  IPR002933  Peptidase M20 ","AT4G17830","peptidase M20/M25/M40 family protein; similar to DIP-1 [Citrullus lanatus] (GB:BAA95409.1); similar to acetylornithine deacetylase, putative [Brassica oleracea] (GB:ABD65618.1); similar to acetylornithine deacetylase, putative [Brassica oleracea] (GB:ABD65173.1); contains InterPro domain Peptidase M20; (InterPro:IPR002933); contains InterPro domain Peptidase dimerisation; (InterPro:IPR011650)"
"238","Solyc08g078010.2.1","50S ribosomal protein L19 (AHRD V1 *-*- B6T8M1_MAIZE); contains Interpro domain(s)  IPR001857  Ribosomal protein L19 ","AT4G17560","ribosomal protein L19 family protein; Identical to 50S ribosomal protein L19-1, chloroplast precursor [Arabidopsis Thaliana] (GB:Q8W463;GB:O23597); similar to ribosomal protein L19 family protein [Arabidopsis thaliana] (TAIR:AT5G47190.1); similar to plastid ribosomal protein L19, putative [Brassica oleracea] (GB:ABD65070.1); contains InterPro domain Ribosomal protein L19; (InterPro:IPR001857)"
"239","Solyc08g079240.2.1","Homology to unknown gene (AHRD V1 *-*- Q01GV2_OSTTA)","AT1G62780","similar to B0616E02-H0507E05.5 [Oryza sativa (indica cultivar-group)] (GB:CAH67829.1)"
"240","Solyc08g081400.2.1",NA,NA,NA
"241","Solyc08g081810.2.1","Cation/H(+) antiporter 18 (AHRD V1 **** CHX18_ARATH); contains Interpro domain(s)  IPR006153  Cation/H+ exchanger ","AT5G41610","member of Putative Na+/H+ antiporter family"
"242","Solyc08g082690.2.1",NA,NA,NA
"243","Solyc08g083360.2.1",NA,NA,NA
"244","Solyc09g005620.2.1","Glutaredoxin (AHRD V1 *-*- D7G070_ECTSI); contains Interpro domain(s)  IPR004480  Glutaredoxin-related protein ","AT2G38270","Encodes protein homologous to CXIP1.  CXIP1 is a PICOT domain containing protein interacts with CAX1, a high capacity calcium transporter.  However, CXP2 does not interact with CAX1 and only moderately activates another calcium transporter CAX4."
"245","Solyc09g007850.2.1",NA,NA,NA
"246","Solyc09g008270.2.1","Unknown Protein (AHRD V1)","AT2G36885","similar to Os03g0137600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048903.1); similar to unknown [Sorghum bicolor] (GB:ABE77193.1); contains domain no description (G3D.1.20.20.10)"
"247","Solyc09g010450.1.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KS33_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT3G53700","MEE40 (maternal effect embryo arrest 40); binding; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT5G64320.1); similar to pentatricopeptide, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF97191.1); similar to Os03g0597200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050605.1); similar to putative membrane-associated salt-inducible protein [Oryza sativa] (GB:AAG59660.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"248","Solyc09g059660.1.1",NA,NA,NA
"249","Solyc09g061790.1.1","Pentatricopeptide repeat (AHRD V1 ***- A2Q513_MEDTR); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT2G17525","pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT1G74580.1); similar to hypothetical protein MtrDRAFT_AC139526g28v1 [Medicago truncatula] (GB:ABE80159.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"250","Solyc09g065180.2.1","NAD-dependent epimerase/dehydratase (AHRD V1 **-- B7K7X4_CYAP7); contains Interpro domain(s)  IPR016040  NAD(P)-binding domain ","AT3G63140","mRNA-binding protein, putative; similar to catalytic/ coenzyme binding [Arabidopsis thaliana] (TAIR:AT1G09340.1); similar to mRNA-binding protein precursor [Nicotiana tabacum] (GB:AAP87140.1); contains InterPro domain NAD-dependent epimerase/dehydratase; (InterPro:IPR001509)"
"251","Solyc09g065800.2.1",NA,NA,NA
"252","Solyc09g072820.2.1",NA,NA,NA
"253","Solyc09g074480.1.1",NA,NA,NA
"254","Solyc09g075590.1.1",NA,NA,NA
"255","Solyc09g076030.2.1","Chromosome 04 contig 1 DNA sequence (AHRD V1 *-*- Q01AH6_OSTTA)","AT1G05385","photosystem II 11 kDa protein-related; similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAK71543.1)"
"256","Solyc09g083120.2.1","Peptidase S9 family (AHRD V1 *-*- A0NIH3_OENOE); contains Interpro domain(s)  IPR001375  Peptidase S9, prolyl oligopeptidase active site region ","AT4G14570","acylaminoacyl-peptidase-related; similar to serine-type peptidase [Arabidopsis thaliana] (TAIR:AT5G36210.1); similar to Os10g0415600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064602.1); similar to prolyl oligopeptidase family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABB47613.1); similar to prolyl oligopeptidase family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABB47614.1); contains InterPro domain Peptidase S9, prolyl oligopeptidase active site region; (InterPro:IPR001375); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Terpenoid synthase; (InterPro:IPR008949)"
"257","Solyc09g083130.2.1","Peptidase S9 prolyl oligopeptidase active site domain protein (AHRD V1 *-*- D1C565_SPHTD); contains Interpro domain(s)  IPR001375  Peptidase S9, prolyl oligopeptidase active site region ","AT4G14570","acylaminoacyl-peptidase-related; similar to serine-type peptidase [Arabidopsis thaliana] (TAIR:AT5G36210.1); similar to Os10g0415600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064602.1); similar to prolyl oligopeptidase family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABB47613.1); similar to prolyl oligopeptidase family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABB47614.1); contains InterPro domain Peptidase S9, prolyl oligopeptidase active site region; (InterPro:IPR001375); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Terpenoid synthase; (InterPro:IPR008949)"
"258","Solyc09g083150.2.1",NA,NA,NA
"259","Solyc09g089570.2.1",NA,NA,NA
"260","Solyc09g090410.2.1","50S ribosomal protein L28 (AHRD V1 ***- B6TFW5_MAIZE); contains Interpro domain(s)  IPR001383  Ribosomal protein L28 ","AT2G33450","50S ribosomal protein L28, chloroplast (CL28); Identical to 50S ribosomal protein L28, chloroplast precursor (CL28) (RPL28) [Arabidopsis Thaliana] (GB:O22795;GB:Q8VY79); similar to 50S ribosomal protein L28, chloroplast precursor (CL28) (GB:P30956); contains InterPro domain Ribosomal protein L28; (InterPro:IPR001383)"
"261","Solyc09g091390.2.1",NA,NA,NA
