"","ITAG","SGN_annotation","AGI","gene_name"
"212","Solyc10g008000.1.1","Light-dependent short hypocotyls 1 (AHRD V1 ***- D7M6V0_ARALY); contains Interpro domain(s)  IPR006936  Protein of unknown function DUF640 ","AT2G42610","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G07090.1); similar to Protein of unknown function DUF640 [Medicago truncatula] (GB:ABE92798.1); contains InterPro domain Protein of unknown function DUF640; (InterPro:IPR006936)"
"213","Solyc10g009190.1.1",NA,NA,NA
"214","Solyc10g011950.1.1",NA,NA,NA
"215","Solyc10g017630.1.1","MADS-box transcription factor (AHRD V1 **** Q1EMR8_PLAMJ); contains Interpro domain(s)  IPR002487  Transcription factor, K-box ","AT2G45660","Controls flowering and is required for CO to promote flowering. It acts downstream of FT. Overexpression of (SOC1) AGL20 suppresses not only the late flowering of plants that have functional FRI and FLC alleles but also the delayed phase transitions during the vegetative stages of"
"216","Solyc10g039210.2.1",NA,NA,NA
"217","Solyc10g045100.1.1","Phosphoglycerate mutase (AHRD V1 ***- D9XTE1_9ACTO); contains Interpro domain(s)  IPR013078  Phosphoglycerate mutase ","AT3G05170","phosphoglycerate/bisphosphoglycerate mutase family protein; similar to phosphoglycerate/bisphosphoglycerate mutase family protein [Arabidopsis thaliana] (TAIR:AT1G08940.1); similar to Os05g0141700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001054606.1); similar to Os06g0109000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056573.1); similar to unknown [Streptomyces murayamaensis] (GB:AAO65326.1); contains InterPro domain Phosphoglycerate/bisphosphoglycerate mutase; (InterPro:IPR001345); contains InterPro domain Phosphoglycerate mutase; (InterPro:IPR013078)"
"218","Solyc10g054010.1.1",NA,NA,NA
"219","Solyc10g074570.1.1","Calcium dependent protein kinase 6 (AHRD V1 **** B9MZ11_POPTR); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ","AT2G17290","Encodes calcium dependent protein kinase 6 (CPK6), a member of the Arabidopsis CDPK gene family.  CDPKs contain an intrinsic Ca2+-activation domain with four EF hand Ca2+-binding sites.  CDPKs protein kinases have been proposed to function in multiple plant signal transduction pathways downstream of [Ca2+]cyt elevations, thus transducing various physiological responses.  CPK6 is expressed in both guard cells and mesophyll cells.  Functions in guard cell ion channel regulation.   ABA and Ca(2+) activation of slow-type anion channels and, interestingly, ABA activation of plasma membrane Ca(2+)-permeable channels were impaired in independent alleles of single and double cpk3cpk6 mutant guard cells.  Furthermore, ABA- and Ca(2+)-induced stomatal closing were partially impaired in these cpk3cpk6 mutant alleles.  CPK3 is also a member of the Arabidopsis CDPK family."
"220","Solyc10g076900.1.1","Calcium dependent protein kinase 2 (AHRD V1 ***- B9H9N5_POPTR); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ","AT2G38910","member of Calcium Dependent Protein Kinase"
"221","Solyc10g079460.1.1","NPR1-like protein (Fragment) (AHRD V1 ***- Q2QBV6_PYRCO); contains Interpro domain(s)  IPR013069  BTB/POZ ","AT2G41370","Encodes a cytoplasmic and nuclear-localized NPR1 like protein with BTB/POZ domain and ankyrin repeats. Interacts with BOP1 and appears to be genetically redundant with BOP1.bop1/bop2 double mutants have longer leaves, often with leaflets on the petiole, and asymmetric flowers with extra organs."
"222","Solyc10g079600.1.1","Response regulator 6 (AHRD V1 ***- Q9FRY9_MAIZE); contains Interpro domain(s)  IPR001789  Signal transduction response regulator, receiver region ","AT3G57040","response regulator ARR9, A two-component response regulator-like protein with a receiver domain with a conserved aspartate residue and a possible phosphorylation site and at the N-terminal half. Appears to interact with histidine kinase like genes ATHP3 and ATHP2"
"223","Solyc10g079750.1.1","NPR1-like protein (Fragment) (AHRD V1 ***- Q2QBV6_PYRCO); contains Interpro domain(s)  IPR013069  BTB/POZ ","AT2G41370","Encodes a cytoplasmic and nuclear-localized NPR1 like protein with BTB/POZ domain and ankyrin repeats. Interacts with BOP1 and appears to be genetically redundant with BOP1.bop1/bop2 double mutants have longer leaves, often with leaflets on the petiole, and asymmetric flowers with extra organs."
"224","Solyc10g079950.1.1",NA,NA,NA
"225","Solyc10g080230.1.1",NA,NA,NA
"226","Solyc10g081040.1.1",NA,NA,NA
"227","Solyc10g081730.1.1",NA,NA,NA
"228","Solyc10g084100.1.1",NA,NA,NA
"229","Solyc10g084340.1.1",NA,NA,NA
"230","Solyc10g084560.1.1",NA,NA,NA
"231","Solyc10g086640.1.1",NA,NA,NA
"232","Solyc11g005420.1.1",NA,NA,NA
"233","Solyc11g006640.1.1",NA,NA,NA
"234","Solyc11g007020.1.1","Diphosphomevalonate decarboxylase-like protein (AHRD V1 ***- Q8LAR8_ARATH); contains Interpro domain(s)  IPR005935  Diphosphomevalonate decarboxylase ","AT3G54250","mevalonate diphosphate decarboxylase, putative; similar to MVD1 (mevalonate diphosphate decarboxylase 1) [Arabidopsis thaliana] (TAIR:AT2G38700.1); similar to mevalonate disphosphate decarboxylase [Arnebia euchroma] (GB:ABG24207.2); similar to mevalonate disphosphate decarboxylase [Hevea brasiliensis] (GB:AAL18927.1); contains InterPro domain GHMP kinase, C terminal; (InterPro:IPR013750); contains InterPro domain GHMP kinase; (InterPro:IPR006204); contains InterPro domain Diphosphomevalonate decarboxylase; (InterPro:IPR005935)"
"235","Solyc11g007340.1.1",NA,NA,NA
"236","Solyc11g007610.1.1",NA,NA,NA
"237","Solyc11g010340.1.1",NA,NA,NA
"238","Solyc11g018680.1.1","ABC transporter G family member 25 (AHRD V1 ***- AB25G_ARATH); contains Interpro domain(s)  IPR013525  ABC-2 type transporter ","AT1G71960","ABC transporter family protein; Identical to White-brown complex homolog protein 26 (WBC26) [Arabidopsis Thaliana] (GB:Q84TH5;GB:Q949Y4;GB:Q9C8W6); similar to ABC transporter family protein [Arabidopsis thaliana] (TAIR:AT1G31770.1); similar to ABC transporter protein, putative [Oryza sativa (japonica cultivar-group)] (GB:AAX96020.1); contains InterPro domain ABC-2 type transporter; (InterPro:IPR013525); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain ABC transporter related; (InterPro:IPR003439)"
"239","Solyc11g020040.1.1","Chaperone DnaK (AHRD V1 ***- Q1SKX2_MEDTR); contains Interpro domain(s)  IPR012725  Chaperone DnaK ","AT5G49910","heat shock protein 70 (Hsc70-7); nuclear"
"240","Solyc11g028200.1.1",NA,NA,NA
"241","Solyc11g042420.1.1","Cytochrome c (AHRD V1 ***- B6SKR4_MAIZE); contains Interpro domain(s)  IPR002327  Cytochrome c, class IA/ IB ","AT4G10040","Encodes cytochrome c. Promoter directs preferential expression in vascular tissues of cotyledons, leaves, roots, and hypocotyls, and in anthers."
"242","Solyc11g044330.1.1","Zinc finger SWIM domain-containing protein 7 (AHRD V1 ***- B5X833_SALSA)","AT4G33925","similar to Os07g0593200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060165.1); similar to unnamed protein product [Ostreococcus tauri] (GB:CAL51847.1)"
"243","Solyc11g066360.1.1",NA,NA,NA
"244","Solyc11g066910.1.1","Syntaxin-like protein (AHRD V1 ***- Q3HRZ4_SOLTU); contains Interpro domain(s)  IPR010989  t-SNARE ","AT5G46860","Syntaxin-related protein required for vacuolar assembly. A member of t-SNARE superfamily, homologous to yest Vam3p. Localized in the vacuolar membranes. The protein has a heptad repeat structure (residues164–220) in which hydrophobic amino acid residues appear at seven amino acid intervals. Such regions have a high potential to form an amphiphilic a-helix, intriguing for the intermolecular interactions by forming coiled-coil structure. AtVam3p has a highly hydrophobic segment at its C terminus thus implicating it to be a membrane protein while the rest of the sequence is hydrophilic."
"245","Solyc11g069390.1.1",NA,NA,NA
"246","Solyc11g069890.1.1",NA,NA,NA
"247","Solyc11g071380.1.1",NA,NA,NA
"248","Solyc12g005350.1.1","Dihydroflavonol-4-reductase (AHRD V1 ***- B6TUD3_MAIZE); contains Interpro domain(s)  IPR016040  NAD(P)-binding domain ","AT4G27250","dihydroflavonol 4-reductase family / dihydrokaempferol 4-reductase family; similar to DFR (DIHYDROFLAVONOL 4-REDUCTASE), dihydrokaempferol 4-reductase [Arabidopsis thaliana] (TAIR:AT5G42800.1); similar to Os06g0683100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058386.1); similar to anthocyanidin reductase [Ginkgo biloba] (GB:AAU95082.1); contains InterPro domain NAD-dependent epimerase/dehydratase; (InterPro:IPR001509)"
"249","Solyc12g008410.1.1",NA,NA,NA
"250","Solyc12g009050.1.1",NA,NA,NA
"251","Solyc12g013820.1.1",NA,NA,NA
"252","Solyc12g019480.1.1",NA,NA,NA
"253","Solyc12g026420.1.1",NA,NA,NA
"254","Solyc12g035620.1.1",NA,NA,NA
"255","Solyc12g038160.1.1","Lipase family protein (AHRD V1 **** D7KRN7_ARALY); contains Interpro domain(s)  IPR006693  AB-hydrolase associated lipase region ","AT1G73920","lipase family protein; similar to lipase family protein [Arabidopsis thaliana] (TAIR:AT1G18460.1); similar to Esterase/lipase/thioesterase; AB-hydrolase associated lipase re (GB:ABE91610.1); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain AB-hydrolase associated lipase region; (InterPro:IPR006693)"
"256","Solyc12g040860.1.1",NA,NA,NA
"257","Solyc12g041890.1.1",NA,NA,NA
"258","Solyc12g042890.1.1","Acyl-protein thioesterase 2 (AHRD V1 **-- B6T1C9_MAIZE); contains Interpro domain(s)  IPR003140  Phospholipase/carboxylesterase ","AT3G15650","phospholipase/carboxylesterase family protein; similar to phospholipase/carboxylesterase family protein [Arabidopsis thaliana] (TAIR:AT1G52700.1); similar to putative lysophospholipase 2 [Oryza sativa (japonica cultivar-group)] (GB:BAB62566.1); contains InterPro domain Phospholipase/Carboxylesterase; (InterPro:IPR003140)"
"259","Solyc12g042960.1.1",NA,NA,NA
"260","Solyc12g044310.1.1","Solute carrier family 15 member 4 (AHRD V1 **-- S15A4_XENLA); contains Interpro domain(s)  IPR000109  TGF-beta receptor, type I/II extracellular region ","AT1G52190","proton-dependent oligopeptide transport (POT) family protein; similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT3G16180.1); similar to TGF-beta receptor, type I/II extracellular re (GB:ABD32296.1); similar to TGF-beta receptor, type I/II extracellular re (GB:ABD32298.1); contains InterPro domain TGF-beta receptor, type I/II extracellular region; (InterPro:IPR000109)"
"261","Solyc12g055810.1.1","AAA-ATPase (AHRD V1 **-- C3TX92_BRASY); contains Interpro domain(s)  IPR003959  ATPase, AAA-type, core ","AT5G57480","AAA-type ATPase family protein; similar to AAA-type ATPase family protein [Arabidopsis thaliana] (TAIR:AT4G30250.1); similar to AAA-type ATPase family protein [Arabidopsis thaliana] (TAIR:AT4G25835.1); similar to AAA ATPase [Medicago truncatula] (GB:ABE78645.1); similar to Os09g0432300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063240.1); contains InterPro domain Globin-like; (InterPro:IPR009050); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain AAA ATPase, central region; (InterPro:IPR003959)"
"262","Solyc12g094440.1.1","High mobility group family (Fragment) (AHRD V1 **-- B9GFX2_POPTR); contains Interpro domain(s)  IPR001606  AT-rich interaction region ","AT1G76110","high mobility group (HMG1/2) family protein / ARID/BRIGHT DNA-binding domain-containing protein; similar to high mobility group (HMG1/2) family protein / ARID/BRIGHT DNA-binding domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G04880.1); similar to glutathione S-transferase GST 16 - like protein [Oryza sativa (japonica cultivar-group)] (GB:BAC79159.1); contains InterPro domain HMG1/2 (high mobility group) box; (InterPro:IPR000910); contains InterPro domain AT-rich interaction region; (InterPro:IPR001606); contains InterPro domain High mobility group box; (InterPro:IPR009071)"
"263","Solyc12g099840.1.1",NA,NA,NA
